test,0,1
abcparamount,0,0.025214038
ability,0,0.025214038
able,0,0.025214038
accepted,0,0.025214038
accessible,0,0.025214038
achievement,0,0.050428076
actor,0,0.025214038
acts,0,0.025214038
äù,0.285697992,0.197339954
address,0.033461547,0
adhere,0.033461547,0
adult,0.033461547,0
affirm,0,0.025214038
africaine,0.033461547,0
alas,0,0.025214038
äôs,0.190465328,0.12557997
day,0.142848996,0.017939996
alike,0,0.025214038
already,0,0.025214038
ancestor,0,0.025214038
angeles,0,0.025214038
anguish,0.033461547,0
anniversary,0.033461547,0
anonymous,0.033461547,0
anything,0.033461547,0
appealed,0.033461547,0
appear,0.033461547,0
approached,0,0.025214038
arc,0.033461547,0
arent,0.033461547,0
armed,0.033461547,0
around,0,0.025214038
record,0.11904083,0.071759983
artist,0.033461547,0
artistic,0,0.025214038
artists,0.033461547,0
asks,0.033461547,0
assembled,0,0.025214038
assess,0.033461547,0
atlantic,0,0.025214038
attain,0,0.025214038
attended,0,0.025214038
attention,0.033461547,0
autobiography,0,0.025214038
available,0,0.075642114
awards,0.033461547,0
away,0.066923093,0
äôt,0.11904083,0.071759983
backed,0,0.025214038
background,0.066923093,0
ballad,0,0.025214038
albums,0.071424498,0.107639975
barely,0,0.025214038
barnburner,0.033461547,0
bassist,0.033461547,0
became,0,0.025214038
best,0,0.025214038
bestreceived,0.033461547,0
better,0.066923093,0
big,0,0.025214038
biggest,0,0.050428076
billboard,0,0.025214038
billie,0.033461547,0
bit,0.033461547,0
singer,0.071424498,0.071759983
blade,0.066923093,0
blue,0.033461547,0
blues,0,0.075642114
bolstering,0.033461547,0
border,0,0.025214038
boy,0,0.025214038
brassy,0,0.025214038
break,0,0.025214038
breaks,0.20076928,0
brian,0.10038464,0
bridge,0,0.025214038
bright,0,0.025214038
broken,0.033461547,0
bside,0,0.025214038
build,0,0.025214038
building,0,0.025214038
buried,0,0.025214038
burton,0.033461547,0
buy,0.033461547,0
cadence,0.033461547,0
callandresponse,0,0.025214038
called,0,0.025214038
campaign,0,0.025214038
capacity,0,0.025214038
sound,0.071424498,0.053819987
carolina,0.033461547,0
categories,0,0.025214038
cd,0,0.025214038
cds,0.033461547,0
center,0.033461547,0
challenges,0,0.025214038
charles,0,0.605136915
charley,0,0.025214038
charlotte,0.033461547,0
charts,0,0.025214038
chicago,0,0.025214038
child,0.033461547,0
choir,0,0.025214038
civic,0.033461547,0
clause,0,0.025214038
clearly,0,0.025214038
come,0.033461547,0
comfort,0.033461547,0
coming,0,0.025214038
composer,0.033461547,0
concept,0.033461547,0
concert,0.033461547,0
concerts,0,0.025214038
concord,0,0.025214038
connection,0,0.025214038
considered,0.033461547,0
consumers,0.033461547,0
contain,0,0.025214038
contemporary,0.033461547,0
contract,0,0.025214038
conversational,0.033461547,0
convincing,0,0.025214038
could,0,0.075642114
counterexamples,0,0.025214038
äô,0.047616332,0.287039933
counts,0,0.025214038
cover,0.066923093,0
covers,0.033461547,0
crawl,0.033461547,0
creative,0.033461547,0
crossover,0,0.025214038
crowd,0.033461547,0
crutcher,0.033461547,0
daily,0,0.025214038
damn,0,0.025214038
dance,0,0.025214038
danced,0,0.025214038
danger,0.066923093,0
daniele,0.033461547,0
darius,0,0.025214038
like,0.047616332,0.089699979
days,0.033461547,0
dc,0.033461547,0
debut,0.033461547,0
deepestheld,0,0.050428076
defender,0,0.025214038
defiance,0,0.025214038
denied,0.033461547,0
description,0,0.025214038
despite,0,0.025214038
digitally,0,0.025214038
direct,0,0.025214038
disclaimerfree,0,0.025214038
dissection,0,0.025214038
distinction,0,0.025214038
distorted,0,0.025214038
divisions,0,0.025214038
done,0.033461547,0
dont,0.033461547,0
downloads,0,0.025214038
dozen,0,0.025214038
dr,0.033461547,0
draw,0,0.025214038
dropped,0.033461547,0
drummer,0.033461547,0
duke,0.033461547,0
earn,0.033461547,0
easy,0.066923093,0
effectively,0.033461547,0
efficient,0.033461547,0
eight,0.033461547,0
ellington,0.033461547,0
elsewhere,0.033461547,0
embraces,0.033461547,0
emotion,0,0.025214038
emotional,0.033461547,0
end,0,0.050428076
endless,0,0.025214038
enduring,0,0.075642114
eschewed,0.033461547,0
especially,0.066923093,0
established,0,0.025214038
even,0,0.025214038
ever,0,0.025214038
every,0,0.050428076
everyone,0.033461547,0
album,0.047616332,0.053819987
experiment,0.033461547,0
explosive,0,0.025214038
exposed,0,0.025214038
eye,0.033461547,0
faced,0,0.025214038
fades,0.066923093,0
familiar,0,0.025214038
fans,0,0.025214038
fatal,0,0.025214038
features,0.033461547,0
featuring,0.033461547,0
feels,0.066923093,0
feller,0,0.025214038
finally,0,0.025214038
song,0.047616332,0.053819987
fit,0,0.025214038
fl,0,0.025214038
floating,0.033461547,0
folkcountry,0.033461547,0
foray,0,0.025214038
forget,0.066923093,0
form,0.033461547,0
free,0.033461547,0
freedom,0,0.025214038
friend,0,0.025214038
fuss,0.066923093,0
futile,0,0.025214038
gap,0,0.025214038
gem,0.033461547,0
genesis,0.033461547,0
genre,0,0.075642114
genres,0,0.025214038
gentle,0,0.025214038
genuine,0,0.025214038
georgia,0,0.025214038
giving,0.033461547,0
glasper,0.033461547,0
glory,0.033461547,0
gloss,0,0.025214038
songs,0.047616332,0.053819987
golden,0,0.025214038
gonna,0.033461547,0
good,0,0.050428076
got,0.066923093,0
grammy,0.033461547,0
grammys,0,0.025214038
grand,0,0.025214038
granted,0,0.025214038
greenville,0,0.025214038
groove,0,0.025214038
ground,0,0.025214038
groundbreaking,0,0.025214038
growing,0,0.025214038
grows,0.033461547,0
guns,0.033461547,0
half,0,0.050428076
halfcentury,0,0.025214038
hallmark,0,0.025214038
hank,0,0.025214038
hard,0,0.025214038
hardcharging,0.033461547,0
harris,0.033461547,0
hastily,0,0.025214038
hazy,0.033461547,0
headlines,0,0.025214038
heard,0,0.025214038
hearts,0.033461547,0
hillbilly,0,0.050428076
hiphop,0.033461547,0
hipswiveling,0,0.025214038
hit,0,0.025214038
hits,0,0.050428076
holiday,0.033461547,0
home,0.033461547,0
äúi,0.047616332,0.053819987
hoping,0.033461547,0
horace,0.033461547,0
hums,0.033461547,0
hybrid,0,0.025214038
hyperbole,0,0.025214038
iconic,0.033461547,0
black,0.047616332,0.035879992
impact,0.033461547,0
importantly,0,0.025214038
impossible,0,0.025214038
inane,0,0.025214038
includes,0,0.025214038
including,0.033461547,0
one,0.047616332,0.035879992
infallibly,0,0.025214038
inflection,0.033461547,0
infrequently,0,0.025214038
initial,0.033461547,0
injustice,0.033461547,0
insistent,0,0.025214038
inspiration,0,0.025214038
inspire,0,0.025214038
instead,0.033461547,0
integrated,0,0.025214038
interpretation,0,0.025214038
interview,0.033461547,0
isnt,0.033461547,0
jack,0.066923093,0
jazz,0.10038464,0
jesse,0.033461547,0
job,0,0.025214038
john,0.033461547,0
jones,0.468461653,0
keith,0.033461547,0
kennedy,0.033461547,0
killed,0.033461547,0
kind,0,0.025214038
two,0.047616332,0.035879992
kweli,0.033461547,0
years,0.047616332,0.035879992
lamont,0.033461547,0
landmarks,0,0.025214038
large,0,0.025214038
largely,0.033461547,0
largerthanlife,0,0.025214038
last,0,0.025214038
later,0,0.050428076
least,0,0.025214038
level,0.033461547,0
life,0,0.025214038
back,0.047616332,0.017939996
line,0,0.050428076
listened,0.033461547,0
listening,0,0.025214038
little,0.066923093,0
logical,0.033461547,0
career,0.047616332,0.017939996
lonnie,0.033461547,0
lookin,0,0.025214038
los,0,0.025214038
long,0.047616332,0.017939996
lot,0,0.025214038
louis,0,0.025214038
loving,0,0.025214038
lp,0.066923093,0
luppi,0.033461547,0
lush,0,0.025214038
lyrical,0,0.025214038
lyrically,0.033461547,0
lyrics,0.033461547,0
made,0,0.025214038
mainly,0.033461547,0
mainstream,0,0.025214038
maintained,0.033461547,0
make,0,0.025214038
makes,0,0.025214038
much,0.047616332,0.017939996
man,0,0.025214038
marks,0,0.025214038
match,0,0.025214038
released,0.047616332,0.017939996
maybe,0,0.050428076
melancholy,0.033461547,0
member,0.033461547,0
memphis,0,0.025214038
men,0.033461547,0
message,0.066923093,0
middle,0.033461547,0
million,0.066923093,0
misses,0,0.025214038
mix,0,0.025214038
modern,0,0.075642114
mostly,0.033461547,0
motown,0,0.025214038
mouse,0.133846187,0
set,0.047616332,0.017939996
multiplatinum,0.033461547,0
throughout,0.047616332,0.017939996
musical,0,0.025214038
musically,0.033461547,0
musician,0.033461547,0
named,0,0.025214038
narrative,0.033461547,0
nashville,0,0.075642114
nashvillepop,0,0.025214038
native,0.033461547,0
natural,0.033461547,0
country,0.023808166,0.197339954
nearly,0,0.025214038
necessary,0,0.025214038
need,0.033461547,0
negroes,0,0.025214038
neil,0.033461547,0
never,0.033461547,0
music,0.023808166,0.179399958
next,0.033461547,0
nice,0.033461547,0
night,0,0.025214038
nine,0.033461547,0
noble,0.033461547,0
nofrills,0.066923093,0
nominated,0,0.025214038
norah,0.033461547,0
north,0.033461547,0
notable,0.033461547,0
note,0.033461547,0
november,0,0.025214038
numbers,0,0.025214038
often,0,0.025214038
oklahoma,0.033461547,0
ole,0,0.025214038
first,0.023808166,0.053819987
online,0.033461547,0
opry,0,0.025214038
orchestral,0,0.025214038
organist,0.033461547,0
near,0.023808166,0.035879992
orthodoxies,0,0.050428076
others,0.033461547,0
outkast,0.033461547,0
outside,0,0.050428076
owns,0.033461547,0
parse,0,0.025214038
parts,0,0.050428076
past,0.033461547,0
patitucci,0.033461547,0
paying,0.033461547,0
peaceshe,0.033461547,0
perceived,0,0.025214038
perform,0,0.025214038
performance,0.033461547,0
performing,0.033461547,0
perhaps,0,0.025214038
period,0,0.025214038
perseverance,0.033461547,0
personal,0.033461547,0
pervasive,0,0.025214038
pioneer,0,0.025214038
played,0,0.025214038
playing,0.033461547,0
plays,0,0.025214038
poignant,0.033461547,0
new,0.023808166,0.035879992
police,0.033461547,0
polish,0,0.025214038
pop,0.066923093,0
poppier,0,0.025214038
predecessor,0,0.025214038
premise,0,0.025214038
pressures,0.033461547,0
pride,0,0.025214038
problem,0,0.025214038
producer,0,0.025214038
professional,0.033461547,0
promoting,0,0.025214038
proof,0,0.025214038
proved,0,0.025214038
track,0.023808166,0.035879992
provided,0,0.025214038
public,0.033461547,0
pure,0,0.050428076
pushing,0.033461547,0
put,0,0.025214038
qtip,0.033461547,0
quietly,0,0.025214038
race,0,0.025214038
racial,0.033461547,0
radio,0.033461547,0
ray,0,0.050428076
rb,0,0.050428076
readying,0,0.025214038
really,0,0.025214038
reason,0.033461547,0
recent,0.033461547,0
voice,0.023808166,0.035879992
recorded,0,0.075642114
recording,0.033461547,0
records,0.066923093,0
reflect,0.033461547,0
refused,0,0.025214038
refusing,0,0.025214038
reignite,0.033461547,0
reissue,0,0.025214038
reissued,0,0.025214038
rejoinder,0,0.025214038
relatable,0,0.025214038
release,0,0.025214038
actually,0.023808166,0.017939996
relevant,0.033461547,0
relies,0,0.025214038
remain,0.033461547,0
arrangements,0.023808166,0.017939996
remains,0,0.025214038
remastered,0,0.025214038
removed,0.033461547,0
reprints,0,0.025214038
respective,0.033461547,0
restive,0.033461547,0
result,0,0.025214038
returns,0.066923093,0
revert,0.033461547,0
review,0.033461547,0
revolutionary,0,0.025214038
revolutionized,0,0.025214038
rhythm,0,0.025214038
rhythmandblues,0,0.025214038
rhythmic,0.033461547,0
rich,0,0.025214038
right,0,0.025214038
rightful,0,0.025214038
rips,0,0.025214038
road,0.033461547,0
robert,0.033461547,0
romantically,0.033461547,0
rome,0.033461547,0
rucker,0,0.025214038
rush,0,0.025214038
said,0.066923093,0
saturday,0,0.025214038
saxophonist,0.033461547,0
schlock,0,0.025214038
scott,0.033461547,0
seamless,0,0.025214038
secondary,0,0.025214038
see,0.033461547,0
seem,0.033461547,0
seems,0.033461547,0
segregated,0,0.025214038
selfdescribed,0,0.025214038
sell,0.033461547,0
seminal,0.033461547,0
sequel,0,0.025214038
band,0.023808166,0.017939996
several,0,0.025214038
shared,0,0.025214038
shes,0.033461547,0
shorter,0.066923093,0
shot,0.033461547,0
showing,0,0.025214038
shows,0,0.050428076
shuffle,0,0.025214038
sid,0,0.025214038
signed,0.033461547,0
silver,0.033461547,0
similar,0.033461547,0
simmering,0.033461547,0
simply,0,0.025214038
since,0,0.075642114
sing,0.033461547,0
everything,0.023808166,0.017939996
singing,0,0.050428076
singles,0,0.025214038
sixth,0.033461547,0
skepticism,0,0.025214038
slow,0.033461547,0
smith,0.033461547,0
socially,0.033461547,0
sold,0.033461547,0
go,0.023808166,0.017939996
somewhat,0.033461547,0
honkytonk,0.023808166,0.017939996
idea,0.023808166,0.017939996
songwriter,0.033461547,0
soon,0,0.025214038
sophomore,0.033461547,0
sorrow,0,0.025214038
soul,0,0.050428076
soulful,0.033461547,0
industry,0.023808166,0.017939996
sounds,0,0.075642114
south,0,0.025214038
sparking,0,0.025214038
sparse,0.033461547,0
speaks,0.033461547,0
spit,0,0.025214038
st,0,0.025214038
standards,0.033461547,0
know,0.023808166,0.017939996
started,0.033461547,0
starting,0,0.025214038
states,0,0.025214038
status,0,0.025214038
step,0.033461547,0
still,0,0.100856152
stillaspirational,0,0.025214038
stop,0,0.025214038
stories,0.033461547,0
straightlaced,0,0.025214038
streaming,0.033461547,0
streams,0,0.025214038
string,0,0.025214038
stringbacked,0,0.025214038
strings,0,0.025214038
strong,0.033461547,0
studio,0.033461547,0
subsequent,0,0.025214038
success,0,0.050428076
sunshine,0,0.025214038
supported,0,0.025214038
supposed,0.033461547,0
sure,0.033461547,0
swing,0,0.025214038
swinging,0,0.025214038
take,0,0.075642114
taken,0.033461547,0
talib,0.033461547,0
tedious,0.033461547,0
tell,0.033461547,0
tension,0,0.025214038
territory,0,0.025214038
texas,0.033461547,0
think,0,0.050428076
thinking,0.066923093,0
label,0.023808166,0.017939996
thought,0,0.025214038
three,0.033461547,0
lose,0.023808166,0.017939996
time,0,0.025214038
timeless,0,0.025214038
times,0.066923093,0
today,0,0.050428076
toes,0,0.025214038
together,0,0.025214038
making,0.023808166,0.017939996
top,0.033461547,0
touch,0,0.025214038
tough,0.033461547,0
town,0,0.025214038
traced,0.033461547,0
matter,0.023808166,0.017939996
tracks,0.033461547,0
traditional,0.033461547,0
tribute,0,0.025214038
tulsa,0.033461547,0
tune,0,0.025214038
tunes,0,0.050428076
turn,0,0.025214038
twang,0,0.025214038
original,0.023808166,0.017939996
twovolume,0,0.025214038
typecast,0,0.025214038
ubiquitous,0,0.025214038
unarmed,0.033461547,0
understated,0.033461547,0
unfortunately,0.033461547,0
uninitiated,0,0.075642114
united,0,0.025214038
units,0.033461547,0
unity,0,0.025214038
uptempo,0,0.025214038
point,0.023808166,0.017939996
venues,0,0.025214038
vinyl,0,0.025214038
proven,0.023808166,0.017939996
wake,0,0.025214038
want,0.033461547,0
washington,0.033461547,0
way,0.066923093,0
wayne,0.10038464,0
weakest,0,0.025214038
weepy,0,0.025214038
went,0.066923093,0
western,0,0.025214038
whereas,0.033461547,0
whether,0.033461547,0
white,0.066923093,0
whites,0,0.025214038
wide,0,0.025214038
williams,0,0.025214038
willies,0.033461547,0
without,0.066923093,0
wonderful,0,0.025214038
words,0.033461547,0
work,0.10038464,0
worked,0.033461547,0
would,0,0.075642114
write,0.033461547,0
wrote,0,0.050428076
wry,0.033461547,0
wve,0.033461547,0
year,0.066923093,0
remained,0.023808166,0.017939996
yet,0,0.050428076
something,0.023808166,0.017939996
young,0.033461547,0
youtube,0,0.025214038
zone,0,0.025214038
äîafter,0.033461547,0
äîif,0.033461547,0
äîit,0.033461547,0
äîjones,0.033461547,0
äîmight,0,0.025214038
äîshe,0.033461547,0
äîterence,0.033461547,0
äîthat,0,0.050428076
äîthe,0,0.025214038
äîvibe,0.033461547,0
äîwere,0.033461547,0
äòjazz,0.033461547,0
äòray,0,0.050428076
star,0.023808166,0.017939996
äôd,0,0.025214038
äôm,0,0.025214038
äôre,0.066923093,0
though,0.023808166,0.017939996
told,0.023808166,0.017939996
äôve,0.033461547,0
uses,0.023808166,0.017939996
äúa,0,0.025214038
äúborn,0,0.025214038
äúboth,0,0.025214038
äúdanger,0.033461547,0
äúdon,0.033461547,0
äúeven,0,0.025214038
äúfleurette,0.033461547,0
äúflipside,0.033461547,0
äúfull,0,0.025214038
äúhey,0,0.025214038
york,0.023808166,0.017939996
äúif,0.033461547,0
äúpeace,0.066923093,0
äúput,0.033461547,0
äúthere,0,0.025214038
äúwhen,0.033461547,0
äúyou,0,0.050428076